,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-04-12_16h54.38.258,0412_03,1,1,2,w,0.3759,none,YL,False,1681289678.2581,none
1,2023-04-12_16h54.40.674,0412_03,1,2,2,w,0.3173,none,YL,False,1681289680.6746,none
2,2023-04-12_16h54.43.074,0412_03,1,3,2,w,0.3004,none,YL,False,1681289683.0744,none
3,2023-04-12_16h54.45.440,0412_03,1,4,2,w,0.2678,none,YR,False,1681289685.441,none
4,2023-04-12_16h54.47.924,0412_03,1,5,1,p,0.382,none,BR,False,1681289687.9244,none
5,2023-04-12_16h54.50.424,0412_03,1,6,1,p,0.4106,none,BR,False,1681289690.4242,none
6,2023-04-12_16h54.52.874,0412_03,1,7,2,w,0.3587,none,YR,False,1681289692.8757,none
7,2023-04-12_16h54.55.308,0412_03,1,8,2,w,0.3237,none,YR,False,1681289695.3086,none
8,2023-04-12_16h54.57.657,0412_03,1,9,1,p,0.258,none,BL,False,1681289697.6571,none
9,2023-04-12_16h55.00.140,0412_03,1,10,2,w,0.3888,none,YL,False,1681289700.1404,none
10,2023-04-12_16h55.02.691,0412_03,1,11,1,p,0.4497,none,BL,False,1681289702.6916,none
11,2023-04-12_16h55.05.057,0412_03,1,12,1,p,0.2759,none,BR,False,1681289705.0579,none
12,2023-04-12_16h55.07.424,0412_03,1,13,1,p,0.2686,none,BR,False,1681289707.4247,none
13,2023-04-12_16h55.09.740,0412_03,1,14,1,p,0.2224,none,BL,False,1681289709.7406,none
14,2023-04-12_16h55.12.107,0412_03,1,15,1,p,0.2649,none,BL,False,1681289712.1071,none
15,2023-04-12_16h55.14.458,0412_03,1,16,2,w,0.2591,none,YR,False,1681289714.4582,none
16,2023-04-12_16h55.48.157,0412_03,2,1,2,w,0.4472,none,YL,False,1681289748.1572,none
17,2023-04-12_16h55.50.574,0412_03,2,2,2,w,0.3205,none,YR,False,1681289750.5748,none
18,2023-04-12_16h55.53.007,0412_03,2,3,2,w,0.3366,none,YR,False,1681289753.0074,none
19,2023-04-12_16h55.55.423,0412_03,2,4,2,w,0.3266,none,YL,False,1681289755.4236,none
20,2023-04-12_16h55.57.824,0412_03,2,5,1,p,0.3022,none,BL,False,1681289757.8246,none
21,2023-04-12_16h56.00.140,0412_03,2,6,1,p,0.2226,none,BR,False,1681289760.1404,none
22,2023-04-12_16h56.02.624,0412_03,2,7,2,w,0.3853,none,YL,False,1681289762.6257,none
23,2023-04-12_16h56.05.041,0412_03,2,8,1,p,0.3262,none,BR,False,1681289765.041,none
24,2023-04-12_16h56.07.441,0412_03,2,9,2,w,0.3013,none,YR,False,1681289767.4413,none
25,2023-04-12_16h56.09.825,0412_03,2,10,1,p,0.2926,none,BL,False,1681289769.825,none
26,2023-04-12_16h56.12.274,0412_03,2,11,2,w,0.3587,none,YL,False,1681289772.2745,none
27,2023-04-12_16h56.14.674,0412_03,2,12,1,p,0.3,none,BL,False,1681289774.6743,none
28,2023-04-12_16h56.17.191,0412_03,2,13,1,p,0.4205,none,BL,False,1681289777.1913,none
29,2023-04-12_16h56.19.574,0412_03,2,14,1,p,0.2796,none,BR,False,1681289779.5743,none
30,2023-04-12_16h56.21.924,0412_03,2,15,1,p,0.2562,none,BR,False,1681289781.9243,none
31,2023-04-12_16h56.24.457,0412_03,2,16,2,w,0.4425,none,YR,False,1681289784.4579,none
32,2023-04-12_16h57.01.424,0412_03,3,1,2,w,0.2953,0.7161,YR,True,1681289821.4248,none
33,2023-04-12_16h57.04.258,0412_03,3,2,2,w,0.3342,0.7161,YL,True,1681289824.2581,none
34,2023-04-12_16h57.06.691,0412_03,3,3,1,p,0.3247,none,BR,False,1681289826.6911,none
35,2023-04-12_16h57.09.074,0412_03,3,4,1,p,0.2663,none,BL,False,1681289829.075,none
36,2023-04-12_16h57.11.923,0412_03,3,5,2,w,0.4352,0.7161,YL,True,1681289831.9239,none
37,2023-04-12_16h57.14.340,0412_03,3,6,1,p,0.3058,none,BR,False,1681289834.341,none
38,2023-04-12_16h57.16.691,0412_03,3,7,1,p,0.2407,none,BL,False,1681289836.6912,none
39,2023-04-12_16h57.19.073,0412_03,3,8,1,p,0.2663,none,BL,False,1681289839.0738,none
40,2023-04-12_16h57.21.474,0412_03,3,9,1,p,0.2833,none,BL,False,1681289841.4745,none
41,2023-04-12_16h57.23.824,0412_03,3,10,1,p,0.2357,none,BR,False,1681289843.8245,none
42,2023-04-12_16h57.26.657,0412_03,3,11,2,w,0.3415,0.7161,YR,True,1681289846.6576,none
