,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-05-08_09h55.02.343,0508_1,1,1,2,w,0.9335,none,YR,False,1683510902.3431,none
1,2023-05-08_09h55.04.891,0508_1,1,2,2,w,0.4279,none,YL,False,1683510904.892,none
2,2023-05-08_09h55.07.392,0508_1,1,3,2,w,0.3982,none,YL,False,1683510907.3924,none
3,2023-05-08_09h55.09.892,0508_1,1,4,1,p,0.4024,none,BL,False,1683510909.893,none
4,2023-05-08_09h55.12.458,0508_1,1,5,1,p,0.4702,none,BR,False,1683510912.459,none
5,2023-05-08_09h55.14.892,0508_1,1,6,1,p,0.328,none,BL,False,1683510914.8921,none
6,2023-05-08_09h55.17.491,0508_1,1,7,2,w,0.4948,none,YL,False,1683510917.4918,none
7,2023-05-08_09h55.20.075,0508_1,1,8,2,w,0.4785,none,YR,False,1683510920.0755,none
8,2023-05-08_09h55.22.575,0508_1,1,9,1,p,0.3992,none,BL,False,1683510922.5755,none
9,2023-05-08_09h55.25.025,0508_1,1,10,1,p,0.3554,none,BR,False,1683510925.0258,none
10,2023-05-08_09h55.27.476,0508_1,1,11,1,p,0.353,none,BR,False,1683510927.4764,none
11,2023-05-08_09h55.29.958,0508_1,1,12,2,w,0.3666,none,YR,False,1683510929.9589,none
12,2023-05-08_09h55.32.475,0508_1,1,13,2,w,0.4193,none,YR,False,1683510932.4757,none
13,2023-05-08_09h55.34.892,0508_1,1,14,1,p,0.319,none,BL,False,1683510934.8922,none
14,2023-05-08_09h55.37.359,0508_1,1,15,1,p,0.3744,none,BR,False,1683510937.3593,none
15,2023-05-08_09h55.39.809,0508_1,1,16,2,w,0.348,none,YL,False,1683510939.8094,none
16,2023-05-08_09h56.13.609,0508_1,2,1,2,w,0.5144,none,YL,False,1683510973.6094,none
17,2023-05-08_09h56.16.209,0508_1,2,2,1,p,0.5061,none,BL,False,1683510976.2096,none
18,2023-05-08_09h56.18.725,0508_1,2,3,2,w,0.4258,none,YR,False,1683510978.726,none
19,2023-05-08_09h56.21.242,0508_1,2,4,2,w,0.421,none,YL,False,1683510981.2424,none
20,2023-05-08_09h56.23.859,0508_1,2,5,1,p,0.5205,none,BL,False,1683510983.8594,none
21,2023-05-08_09h56.26.359,0508_1,2,6,1,p,0.4075,none,BL,False,1683510986.3597,none
22,2023-05-08_09h56.28.908,0508_1,2,7,2,w,0.4516,none,YL,False,1683510988.9083,none
23,2023-05-08_09h56.31.409,0508_1,2,8,1,p,0.4057,none,BR,False,1683510991.4099,none
24,2023-05-08_09h56.33.909,0508_1,2,9,2,w,0.4095,none,YL,False,1683510993.9092,none
25,2023-05-08_09h56.36.325,0508_1,2,10,1,p,0.3172,none,BR,False,1683510996.326,none
26,2023-05-08_09h56.38.958,0508_1,2,11,1,p,0.5403,none,BR,False,1683510998.9586,none
27,2023-05-08_09h56.41.476,0508_1,2,12,1,p,0.4121,none,BL,False,1683511001.4761,none
28,2023-05-08_09h56.44.091,0508_1,2,13,2,w,0.5191,none,YR,False,1683511004.092,none
29,2023-05-08_09h56.46.608,0508_1,2,14,2,w,0.4224,none,YR,False,1683511006.6083,none
30,2023-05-08_09h56.49.042,0508_1,2,15,2,w,0.3372,none,YR,False,1683511009.0422,none
31,2023-05-08_09h56.51.508,0508_1,2,16,1,p,0.3762,none,BR,False,1683511011.5099,none
32,2023-05-08_09h57.29.709,0508_1,3,1,2,w,0.3698,0.7955,YL,True,1683511049.7095,none
33,2023-05-08_09h57.32.625,0508_1,3,2,2,w,0.4286,0.7955,YL,True,1683511052.6258,none
34,2023-05-08_09h57.35.526,0508_1,3,3,2,w,0.3606,0.7955,YR,True,1683511055.5263,none
35,2023-05-08_09h57.38.092,0508_1,3,4,1,p,0.4767,none,BL,False,1683511058.0926,none
36,2023-05-08_09h57.40.625,0508_1,3,5,1,p,0.4301,none,BL,False,1683511060.626,none
37,2023-05-08_09h57.43.093,0508_1,3,6,1,p,0.3522,none,BR,False,1683511063.0941,none
38,2023-05-08_09h57.45.542,0508_1,3,7,1,p,0.3414,none,BR,False,1683511065.5426,none
39,2023-05-08_09h57.48.460,0508_1,3,8,2,w,0.4913,0.7955,YR,True,1683511068.4604,none
40,2023-05-08_09h57.51.376,0508_1,3,9,2,w,0.3424,0.7955,YL,True,1683511071.3763,none
41,2023-05-08_09h57.54.026,0508_1,3,10,1,p,0.547,none,BL,False,1683511074.0263,none
42,2023-05-08_09h57.56.526,0508_1,3,11,1,p,0.3839,none,BR,False,1683511076.5261,none
43,2023-05-08_09h57.59.025,0508_1,3,12,1,p,0.4045,none,BL,False,1683511079.0259,none
44,2023-05-08_09h58.01.476,0508_1,3,13,1,p,0.3364,none,BR,False,1683511081.4763,none
45,2023-05-08_09h58.04.408,0508_1,3,14,2,w,0.5657,0.7955,YL,True,1683511084.4089,none
46,2023-05-08_09h58.07.309,0508_1,3,15,2,w,0.5216,0.7955,YR,True,1683511087.3091,none
47,2023-05-08_09h58.10.226,0508_1,3,16,2,w,0.3491,0.7955,YR,True,1683511090.2263,none
48,2023-05-08_09h58.47.375,0508_1,4,1,2,w,0.3897,0.7716,YL,True,1683511127.3755,none
49,2023-05-08_09h58.50.259,0508_1,4,2,2,w,0.315,0.7699,YR,True,1683511130.2592,none
50,2023-05-08_09h58.52.876,0508_1,4,3,1,p,0.5275,none,BR,False,1683511132.8765,none
51,2023-05-08_09h58.55.343,0508_1,4,4,1,p,0.3744,none,BR,False,1683511135.3432,none
52,2023-05-08_09h58.58.226,0508_1,4,5,2,w,0.483,0.7647,YL,True,1683511138.2266,none
53,2023-05-08_09h59.01.109,0508_1,4,6,2,w,0.4962,0.7685,YR,True,1683511141.1097,none
54,2023-05-08_09h59.03.659,0508_1,4,7,1,p,0.4449,none,BR,False,1683511143.6595,none
55,2023-05-08_09h59.06.241,0508_1,4,8,1,p,0.4793,none,BL,False,1683511146.2416,none
56,2023-05-08_09h59.09.126,0508_1,4,9,2,w,0.4238,0.7695,YR,True,1683511149.126,none
57,2023-05-08_09h59.11.693,0508_1,4,10,1,p,0.4764,none,BL,False,1683511151.6932,none
58,2023-05-08_09h59.14.576,0508_1,4,11,2,w,0.4454,0.7701,YL,True,1683511154.5767,none
59,2023-05-08_09h59.17.109,0508_1,4,12,1,p,0.4342,none,BL,False,1683511157.1093,none
60,2023-05-08_09h59.19.576,0508_1,4,13,1,p,0.3728,none,BL,False,1683511159.5761,none
61,2023-05-08_09h59.22.076,0508_1,4,14,1,p,0.3947,none,BR,False,1683511162.0763,none
62,2023-05-08_09h59.24.943,0508_1,4,15,2,w,0.3745,0.7625,YL,True,1683511164.9432,none
63,2023-05-08_09h59.27.826,0508_1,4,16,2,w,0.5639,0.77,YR,True,1683511167.8266,none
64,2023-05-08_10h00.02.259,0508_1,5,1,2,w,0.3608,0.7302,YL,True,1683511202.2597,none
65,2023-05-08_10h00.04.875,0508_1,5,2,1,p,0.5186,none,BL,False,1683511204.8759,none
66,2023-05-08_10h00.07.726,0508_1,5,3,2,w,0.4858,0.7464,YL,True,1683511207.7265,none
67,2023-05-08_10h00.10.343,0508_1,5,4,1,p,0.5162,none,BR,False,1683511210.3436,none
68,2023-05-08_10h00.13.209,0508_1,5,5,2,w,0.4678,0.7442,YR,True,1683511213.2098,none
69,2023-05-08_10h00.15.743,0508_1,5,6,1,p,0.4402,none,BR,False,1683511215.7434,none
