,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-04-27_13h26.51.869,1,1,1,2,none,none,none,YL,False,1682573211.8695,Not_press
1,2023-04-27_13h26.55.969,1,1,2,2,none,none,none,YR,False,1682573215.9697,Not_press
2,2023-04-27_13h26.58.886,1,1,3,1,p,0.8232,none,BR,False,1682573218.8865,none
3,2023-04-27_13h27.01.470,1,1,4,1,p,0.4821,none,BL,False,1682573221.4704,none
4,2023-04-27_13h27.04.204,1,1,5,2,w,0.6278,none,YR,False,1682573224.2042,none
5,2023-04-27_13h27.06.652,1,1,6,1,p,0.3329,none,BR,False,1682573226.652,none
6,2023-04-27_13h27.09.103,1,1,7,1,p,0.348,none,BR,False,1682573229.1036,none
7,2023-04-27_13h27.11.569,1,1,8,1,p,0.3617,none,BL,False,1682573231.5694,none
8,2023-04-27_13h27.14.403,1,1,9,2,w,0.7272,none,YL,False,1682573234.4039,none
9,2023-04-27_13h27.17.036,1,1,10,2,w,0.5342,none,YL,False,1682573237.0368,none
10,2023-04-27_13h27.19.586,1,1,11,2,w,0.4526,none,YR,False,1682573239.5868,none
11,2023-04-27_13h27.23.336,1,1,12,1,p,1.654,none,BL,False,1682573243.3367,none
12,2023-04-27_13h27.25.887,1,1,13,1,p,0.4488,none,BR,False,1682573245.8874,none
13,2023-04-27_13h27.28.419,1,1,14,2,w,0.4425,none,YR,False,1682573248.4193,none
14,2023-04-27_13h27.31.219,1,1,15,2,w,0.7014,none,YL,False,1682573251.2198,none
15,2023-04-27_13h27.33.636,1,1,16,1,p,0.3256,none,BL,False,1682573253.6366,none
16,2023-04-27_13h28.07.686,1,2,1,2,w,0.6484,none,YL,False,1682573287.6868,none
17,2023-04-27_13h28.10.136,1,2,2,1,p,0.3466,none,BR,False,1682573290.1364,none
18,2023-04-27_13h28.12.686,1,2,3,2,w,0.4489,none,YR,False,1682573292.6864,none
19,2023-04-27_13h28.15.336,1,2,4,2,w,0.5547,none,YL,False,1682573295.3362,none
20,2023-04-27_13h28.17.786,1,2,5,1,p,0.3524,none,BL,False,1682573297.7863,none
21,2023-04-27_13h28.20.287,1,2,6,2,w,0.4066,none,YL,False,1682573300.2872,none
22,2023-04-27_13h28.22.903,1,2,7,2,w,0.5229,none,YR,False,1682573302.9036,none
23,2023-04-27_13h28.25.520,1,2,8,2,w,0.5133,none,YL,False,1682573305.5202,none
24,2023-04-27_13h28.28.036,1,2,9,1,p,0.4168,none,BL,False,1682573308.037,none
25,2023-04-27_13h28.30.503,1,2,10,1,p,0.3646,none,BR,False,1682573310.5037,none
26,2023-04-27_13h28.33.071,1,2,11,1,p,0.4736,none,BR,False,1682573313.0712,none
27,2023-04-27_13h28.35.536,1,2,12,1,p,0.3712,none,BL,False,1682573315.5368,none
28,2023-04-27_13h28.38.620,1,2,13,2,w,0.9925,none,YR,False,1682573318.6204,none
29,2023-04-27_13h28.41.270,1,2,14,2,w,0.5495,none,YR,False,1682573321.2705,none
30,2023-04-27_13h28.43.986,1,2,15,1,p,0.6188,none,BR,False,1682573323.986,none
31,2023-04-27_13h28.46.653,1,2,16,1,p,0.5746,none,BL,False,1682573326.654,none
32,2023-04-27_13h29.24.471,1,3,1,1,p,0.4567,none,BL,False,1682573364.471,none
33,2023-04-27_13h29.26.920,1,3,2,1,p,0.355,none,BL,False,1682573366.9201,none
34,2023-04-27_13h29.29.386,1,3,3,1,p,0.3689,none,BR,False,1682573369.387,none
35,2023-04-27_13h29.32.302,1,3,4,2,w,0.4785,0.7988,YL,True,1682573372.3029,none
36,2023-04-27_13h29.35.220,1,3,5,2,w,0.3382,0.7988,YL,True,1682573375.2201,none
37,2023-04-27_13h29.38.137,1,3,6,2,w,0.3332,0.7988,YR,True,1682573378.1371,none
38,2023-04-27_13h29.41.053,1,3,7,2,w,0.3843,0.7988,YR,True,1682573381.0534,none
39,2023-04-27_13h29.43.603,1,3,8,1,p,0.4598,none,BR,False,1682573383.6032,none
40,2023-04-27_13h29.46.020,1,3,9,1,p,0.3182,none,BL,False,1682573386.0204,none
41,2023-04-27_13h29.48.937,1,3,10,2,w,0.5332,0.7988,YL,True,1682573388.9372,none
42,2023-04-27_13h29.51.570,1,3,11,1,p,0.5282,none,BR,False,1682573391.5704,none
43,2023-04-27_13h29.54.486,1,3,12,2,w,0.4464,0.7988,YR,True,1682573394.4867,none
44,2023-04-27_13h29.57.403,1,3,13,2,w,0.4665,0.7988,YR,True,1682573397.4039,none
45,2023-04-27_13h30.00.336,1,3,14,2,w,0.4452,0.7988,YL,True,1682573400.3369,none
46,2023-04-27_13h30.02.903,1,3,15,1,p,0.4476,none,BR,False,1682573402.9034,none
47,2023-04-27_13h30.05.402,1,3,16,1,p,0.41,none,BL,False,1682573405.4032,none
48,2023-04-27_13h30.42.570,1,4,1,2,w,0.6181,0.7726,YR,True,1682573442.5702,none
49,2023-04-27_13h30.45.453,1,4,2,2,w,0.4069,0.7661,YL,True,1682573445.4539,none
50,2023-04-27_13h30.48.337,1,4,3,2,w,0.4117,0.7694,YL,True,1682573448.3373,none
51,2023-04-27_13h30.50.936,1,4,4,1,p,0.4961,none,BR,False,1682573450.9367,none
52,2023-04-27_13h30.53.803,1,4,5,2,w,0.4088,0.7668,YR,True,1682573453.8037,none
53,2023-04-27_13h30.56.270,1,4,6,1,p,0.3736,none,BR,False,1682573456.2703,none
