,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-04-13_13h36.19.036,0413_03,1,1,1,p,0.3465,none,BR,False,1681364179.0366,none
1,2023-04-13_13h36.21.586,0413_03,1,2,1,p,0.4487,none,BL,False,1681364181.5867,none
2,2023-04-13_13h36.24.119,0413_03,1,3,2,w,0.4427,none,YL,False,1681364184.1196,none
3,2023-04-13_13h36.26.737,0413_03,1,4,2,w,0.5095,none,YR,False,1681364186.7373,none
4,2023-04-13_13h36.29.253,0413_03,1,5,2,w,0.4199,none,YR,False,1681364189.2533,none
5,2023-04-13_13h36.31.786,0413_03,1,6,2,w,0.4404,none,YL,False,1681364191.7865,none
6,2023-04-13_13h36.34.236,0413_03,1,7,2,w,0.3468,none,YR,False,1681364194.2361,none
7,2023-04-13_13h36.36.719,0413_03,1,8,1,p,0.3847,none,BR,False,1681364196.7194,none
8,2023-04-13_13h36.39.253,0413_03,1,9,2,w,0.437,none,YL,False,1681364199.2531,none
9,2023-04-13_13h36.41.803,0413_03,1,10,2,w,0.4562,none,YL,False,1681364201.8038,none
10,2023-04-13_13h36.44.219,0413_03,1,11,1,p,0.3137,none,BR,False,1681364204.2192,none
11,2023-04-13_13h36.46.620,0413_03,1,12,1,p,0.2973,none,BR,False,1681364206.62,none
12,2023-04-13_13h36.49.053,0413_03,1,13,1,p,0.3293,none,BL,False,1681364209.0531,none
13,2023-04-13_13h36.51.570,0413_03,1,14,2,w,0.4161,none,YR,False,1681364211.57,none
14,2023-04-13_13h36.54.003,0413_03,1,15,1,p,0.3404,none,BL,False,1681364214.0032,none
15,2023-04-13_13h36.56.619,0413_03,1,16,1,p,0.5215,none,BL,False,1681364216.6191,none
16,2023-04-13_13h37.32.853,0413_03,2,1,2,w,0.8039,none,YR,False,1681364252.8531,none
17,2023-04-13_13h37.35.320,0413_03,2,2,1,p,0.368,none,BR,False,1681364255.3203,none
18,2023-04-13_13h37.37.887,0413_03,2,3,2,w,0.4775,none,YL,False,1681364257.8872,none
19,2023-04-13_13h37.40.536,0413_03,2,4,2,w,0.5587,none,YR,False,1681364260.5363,none
20,2023-04-13_13h37.43.136,0413_03,2,5,2,w,0.5077,none,YL,False,1681364263.1361,none
21,2023-04-13_13h37.45.719,0413_03,2,6,2,w,0.4924,none,YR,False,1681364265.7196,none
22,2023-04-13_13h37.48.288,0413_03,2,7,1,p,0.477,none,BR,False,1681364268.2882,none
23,2023-04-13_13h37.50.769,0413_03,2,8,2,w,0.3822,none,YL,False,1681364270.7696,none
24,2023-04-13_13h37.53.236,0413_03,2,9,1,p,0.3713,none,BR,False,1681364273.236,none
25,2023-04-13_13h37.55.736,0413_03,2,10,2,w,0.4089,none,YL,False,1681364275.7366,none
26,2023-04-13_13h37.58.170,0413_03,2,11,2,w,0.34,none,YR,False,1681364278.1709,none
27,2023-04-13_13h38.00.670,0413_03,2,12,1,p,0.4029,none,BL,False,1681364280.6707,none
28,2023-04-13_13h38.03.137,0413_03,2,13,1,p,0.3672,none,BR,False,1681364283.1372,none
29,2023-04-13_13h38.05.570,0413_03,2,14,1,p,0.3403,none,BL,False,1681364285.5704,none
30,2023-04-13_13h38.08.020,0413_03,2,15,1,p,0.3551,none,BL,False,1681364288.0202,none
31,2023-04-13_13h38.10.486,0413_03,2,16,1,p,0.3693,none,BL,False,1681364290.4868,none
32,2023-04-13_13h38.43.603,0413_03,3,1,2,w,0.774,0.8078,YL,True,1681364323.6033,none
33,2023-04-13_13h38.46.287,0413_03,3,2,1,p,0.5778,none,BL,False,1681364326.2873,none
34,2023-04-13_13h38.49.202,0413_03,3,3,2,w,0.5577,0.8078,YR,True,1681364329.2027,none
35,2023-04-13_13h38.51.786,0413_03,3,4,1,p,0.4819,none,BR,False,1681364331.787,none
36,2023-04-13_13h38.54.387,0413_03,3,5,1,p,0.4985,none,BL,False,1681364334.3871,none
37,2023-04-13_13h38.57.304,0413_03,3,6,2,w,0.4665,0.8078,YL,True,1681364337.3043,none
38,2023-04-13_13h39.00.253,0413_03,3,7,2,w,0.5972,0.8078,YR,True,1681364340.254,none
39,2023-04-13_13h39.03.187,0413_03,3,8,2,w,0.3586,0.8078,YR,True,1681364343.1876,none
40,2023-04-13_13h39.05.687,0413_03,3,9,1,p,0.3932,none,BR,False,1681364345.6872,none
41,2023-04-13_13h39.08.204,0413_03,3,10,1,p,0.4054,none,BL,False,1681364348.2042,none
42,2023-04-13_13h39.11.119,0413_03,3,11,2,w,0.4347,0.8078,YR,True,1681364351.1197,none
43,2023-04-13_13h39.14.053,0413_03,3,12,2,w,0.4134,0.8078,YL,True,1681364354.0535,none
44,2023-04-13_13h39.16.970,0413_03,3,13,2,w,0.4711,0.8078,YL,True,1681364356.9704,none
45,2023-04-13_13h39.19.487,0413_03,3,14,1,p,0.411,none,BR,False,1681364359.487,none
46,2023-04-13_13h39.22.070,0413_03,3,15,1,p,0.4693,none,BL,False,1681364362.0706,none
47,2023-04-13_13h39.24.520,0413_03,3,16,1,p,0.3592,none,BR,False,1681364364.5201,none
48,2023-04-13_13h40.01.354,0413_03,4,1,1,p,0.4001,none,BR,False,1681364401.3543,none
49,2023-04-13_13h40.03.820,0413_03,4,2,1,p,0.3636,none,BR,False,1681364403.8202,none
50,2023-04-13_13h40.06.820,0413_03,4,3,2,w,0.8878,0.7743,YR,True,1681364406.8201,none
51,2023-04-13_13h40.09.353,0413_03,4,4,1,p,0.4411,none,BL,False,1681364409.353,none
52,2023-04-13_13h40.12.254,0413_03,4,5,2,w,0.4674,0.7793,YL,True,1681364412.2543,none
53,2023-04-13_13h40.14.854,0413_03,4,6,1,p,0.4958,none,BR,False,1681364414.8545,none
54,2023-04-13_13h40.17.736,0413_03,4,7,2,w,0.3913,0.7739,YL,True,1681364417.7366,none
55,2023-04-13_13h40.20.620,0413_03,4,8,2,w,0.4677,0.7727,YR,True,1681364420.6205,none
56,2023-04-13_13h40.23.152,0413_03,4,9,1,p,0.4328,none,BR,False,1681364423.1526,none
57,2023-04-13_13h40.26.036,0413_03,4,10,2,w,0.4675,0.7754,YL,True,1681364426.0368,none
58,2023-04-13_13h40.28.936,0413_03,4,11,2,w,0.4477,0.7801,YR,True,1681364428.9369,none
59,2023-04-13_13h40.31.487,0413_03,4,12,1,p,0.4443,none,BL,False,1681364431.4872,none
60,2023-04-13_13h40.34.388,0413_03,4,13,2,w,0.438,0.784,YL,True,1681364434.3881,none
61,2023-04-13_13h40.36.854,0413_03,4,14,1,p,0.3606,none,BL,False,1681364436.8543,none
62,2023-04-13_13h40.39.353,0413_03,4,15,1,p,0.4079,none,BL,False,1681364439.3532,none
63,2023-04-13_13h40.42.253,0413_03,4,16,2,w,0.3863,0.78,YR,True,1681364442.2539,none
64,2023-04-13_13h41.16.853,0413_03,5,1,1,p,0.3035,none,BL,False,1681364476.8539,none
65,2023-04-13_13h41.19.720,0413_03,5,2,2,w,0.4959,0.7411,YR,True,1681364479.7204,none
66,2023-04-13_13h41.22.569,0413_03,5,3,2,w,0.5254,0.7453,YR,True,1681364482.5697,none
67,2023-04-13_13h41.25.419,0413_03,5,4,2,w,0.4022,0.7423,YR,True,1681364485.42,none
68,2023-04-13_13h41.28.286,0413_03,5,5,2,w,0.3686,0.7502,YL,True,1681364488.287,none
69,2023-04-13_13h41.30.803,0413_03,5,6,1,p,0.422,none,BR,False,1681364490.804,none
70,2023-04-13_13h41.33.687,0413_03,5,7,2,w,0.5451,0.7624,YL,True,1681364493.6874,none
71,2023-04-13_13h41.36.170,0413_03,5,8,1,p,0.3732,none,BL,False,1681364496.1702,none
72,2023-04-13_13h41.39.053,0413_03,5,9,2,w,0.4337,0.7613,YR,True,1681364499.0536,none
73,2023-04-13_13h41.41.920,0413_03,5,10,2,w,0.6396,0.7596,YL,True,1681364501.9203,none
74,2023-04-13_13h41.44.370,0413_03,5,11,1,p,0.3487,none,BL,False,1681364504.3703,none
75,2023-04-13_13h41.46.936,0413_03,5,12,1,p,0.4746,none,BR,False,1681364506.9366,none
76,2023-04-13_13h41.49.371,0413_03,5,13,1,p,0.3319,none,BR,False,1681364509.3714,none
77,2023-04-13_13h41.51.871,0413_03,5,14,1,p,0.4105,none,BL,False,1681364511.8713,none
