,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-04-27_15h08.01.684,1,1,1,2,w,0.3488,none,YR,False,1682579281.6844,none
1,2023-04-27_15h08.04.101,1,1,2,1,p,0.3152,none,BR,False,1682579284.1016,none
2,2023-04-27_15h08.06.700,1,1,3,1,p,0.498,none,BL,False,1682579286.7009,none
3,2023-04-27_15h08.09.117,1,1,4,2,w,0.3146,none,YL,False,1682579289.1177,none
4,2023-04-27_15h08.11.518,1,1,5,2,w,0.2981,none,YL,False,1682579291.5189,none
5,2023-04-27_15h08.14.101,1,1,6,1,p,0.4818,none,BL,False,1682579294.1016,none
6,2023-04-27_15h08.16.501,1,1,7,2,w,0.2982,none,YR,False,1682579296.501,none
7,2023-04-27_15h08.18.934,1,1,8,1,p,0.3386,none,BL,False,1682579298.9347,none
8,2023-04-27_15h08.21.550,1,1,9,1,p,0.5134,none,BR,False,1682579301.551,none
9,2023-04-27_15h08.24.001,1,1,10,1,p,0.3602,none,BL,False,1682579304.0011,none
10,2023-04-27_15h08.26.351,1,1,11,2,w,0.2464,none,YR,False,1682579306.351,none
11,2023-04-27_15h08.29.034,1,1,12,1,p,0.5843,none,BR,False,1682579309.0343,none
12,2023-04-27_15h08.31.400,1,1,13,2,w,0.261,none,YL,False,1682579311.4009,none
13,2023-04-27_15h08.33.917,1,1,14,1,p,0.4144,none,BR,False,1682579313.9178,none
14,2023-04-27_15h08.36.284,1,1,15,2,w,0.2661,none,YL,False,1682579316.2848,none
15,2023-04-27_15h08.38.852,1,1,16,2,w,0.4671,none,YR,False,1682579318.8532,none
16,2023-04-27_15h09.13.750,1,2,1,1,p,0.4205,none,BL,False,1682579353.7509,none
17,2023-04-27_15h09.16.385,1,2,2,1,p,0.5283,none,BL,False,1682579356.3851,none
18,2023-04-27_15h09.18.784,1,2,3,2,w,0.3108,none,YL,False,1682579358.7844,none
19,2023-04-27_15h09.21.217,1,2,4,2,w,0.3342,none,YR,False,1682579361.218,none
20,2023-04-27_15h09.23.618,1,2,5,2,w,0.3018,none,YR,False,1682579363.6183,none
21,2023-04-27_15h09.26.034,1,2,6,2,w,0.3175,none,YL,False,1682579366.0344,none
22,2023-04-27_15h09.28.601,1,2,7,1,p,0.4685,none,BL,False,1682579368.6017,none
23,2023-04-27_15h09.31.101,1,2,8,1,p,0.3985,none,BL,False,1682579371.1019,none
24,2023-04-27_15h09.33.617,1,2,9,2,w,0.4185,none,YL,False,1682579373.6179,none
25,2023-04-27_15h09.36.001,1,2,10,2,w,0.2937,none,YL,False,1682579376.0019,none
26,2023-04-27_15h09.38.752,1,2,11,1,p,0.6465,none,BR,False,1682579378.7524,none
27,2023-04-27_15h09.41.318,1,2,12,1,p,0.4724,none,BR,False,1682579381.3187,none
28,2023-04-27_15h09.43.668,1,2,13,2,w,0.2572,none,YR,False,1682579383.669,none
29,2023-04-27_15h09.46.167,1,2,14,1,p,0.4024,none,BR,False,1682579386.1678,none
30,2023-04-27_15h09.48.568,1,2,15,1,p,0.3034,none,BR,False,1682579388.5681,none
31,2023-04-27_15h09.51.001,1,2,16,2,w,0.3358,none,YR,False,1682579391.0013,none
32,2023-04-27_15h10.24.702,1,3,1,1,p,0.2887,none,BR,False,1682579424.7022,none
33,2023-04-27_15h10.27.484,1,3,2,2,w,0.3067,0.6688,YR,True,1682579427.4849,none
34,2023-04-27_15h10.30.267,1,3,3,2,w,0.2987,0.6688,YL,True,1682579430.268,none
35,2023-04-27_15h10.32.617,1,3,4,1,w,0.2599,none,BR,False,1682579432.618,Wrong_press
36,2023-04-27_15h10.35.035,1,3,5,1,p,0.3179,none,BR,False,1682579435.0359,none
37,2023-04-27_15h10.37.818,1,3,6,2,w,0.2692,0.6688,YL,True,1682579437.8185,none
38,2023-04-27_15h10.40.301,1,3,7,1,p,0.3815,none,BL,False,1682579440.3016,none
39,2023-04-27_15h10.43.084,1,3,8,2,w,0.2735,0.6688,YR,True,1682579443.0845,none
40,2023-04-27_15h10.45.868,1,3,9,2,w,0.3225,0.6688,YR,True,1682579445.8683,none
41,2023-04-27_15h10.48.651,1,3,10,2,w,0.3147,0.6688,YR,True,1682579448.6516,none
42,2023-04-27_15h10.51.101,1,3,11,1,p,0.3562,none,BL,False,1682579451.1018,none
43,2023-04-27_15h10.53.585,1,3,12,1,p,0.3933,none,BR,False,1682579453.5858,none
44,2023-04-27_15h10.56.351,1,3,13,2,w,0.3271,0.6688,YL,True,1682579456.3516,none
45,2023-04-27_15h10.58.869,1,3,14,1,p,0.416,none,BL,False,1682579458.8698,none
46,2023-04-27_15h11.01.651,1,3,15,2,w,0.3073,0.6688,YL,True,1682579461.6515,none
