,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-05-08_16h47.31.576,0508_5,1,1,1,p,0.3911,none,BR,False,1683535651.5761,none
1,2023-05-08_16h47.34.126,0508_5,1,2,2,w,0.453,none,YL,False,1683535654.126,none
2,2023-05-08_16h47.36.758,0508_5,1,3,2,w,0.5349,none,YR,False,1683535656.759,none
3,2023-05-08_16h47.39.192,0508_5,1,4,2,w,0.3419,none,YR,False,1683535659.1921,none
4,2023-05-08_16h47.41.726,0508_5,1,5,1,p,0.4365,none,BR,False,1683535661.7264,none
5,2023-05-08_16h47.44.459,0508_5,1,6,2,w,0.6394,none,YL,False,1683535664.4592,none
6,2023-05-08_16h47.46.942,0508_5,1,7,2,w,0.3848,none,YR,False,1683535666.9423,none
7,2023-05-08_16h47.49.459,0508_5,1,8,1,p,0.4221,none,BR,False,1683535669.4592,none
8,2023-05-08_16h47.52.075,0508_5,1,9,1,p,0.5135,none,BL,False,1683535672.0757,none
9,2023-05-08_16h47.54.609,0508_5,1,10,2,w,0.4329,none,YL,False,1683535674.6096,none
10,2023-05-08_16h47.57.144,0508_5,1,11,2,w,0.4351,none,YR,False,1683535677.144,none
11,2023-05-08_16h47.59.726,0508_5,1,12,1,p,0.4784,none,BL,False,1683535679.726,none
12,2023-05-08_16h48.02.159,0508_5,1,13,2,w,0.3428,none,YL,False,1683535682.1598,none
13,2023-05-08_16h48.04.560,0508_5,1,14,1,p,0.3083,none,BR,False,1683535684.5609,none
14,2023-05-08_16h48.07.125,0508_5,1,15,1,p,0.4616,none,BL,False,1683535687.126,none
15,2023-05-08_16h48.09.726,0508_5,1,16,1,p,0.5106,none,BL,False,1683535689.7264,none
16,2023-05-08_16h48.44.358,0508_5,2,1,2,w,0.3508,none,YL,False,1683535724.3598,none
17,2023-05-08_16h48.46.777,0508_5,2,2,1,p,0.3179,none,BR,False,1683535726.7771,none
18,2023-05-08_16h48.49.276,0508_5,2,3,1,p,0.4039,none,BL,False,1683535729.2765,none
19,2023-05-08_16h48.51.710,0508_5,2,4,1,p,0.3364,none,BL,False,1683535731.7102,none
20,2023-05-08_16h48.54.292,0508_5,2,5,2,w,0.4794,none,YL,False,1683535734.2926,none
21,2023-05-08_16h48.56.926,0508_5,2,6,2,w,0.5282,none,YR,False,1683535736.9266,none
22,2023-05-08_16h48.59.343,0508_5,2,7,2,w,0.3266,none,YR,False,1683535739.3431,none
23,2023-05-08_16h49.01.809,0508_5,2,8,1,p,0.3656,none,BR,False,1683535741.8098,none
24,2023-05-08_16h49.04.409,0508_5,2,9,2,w,0.5069,none,YR,False,1683535744.4091,none
25,2023-05-08_16h49.06.876,0508_5,2,10,2,w,0.3711,none,YL,False,1683535746.876,none
26,2023-05-08_16h49.09.377,0508_5,2,11,1,p,0.4013,none,BL,False,1683535749.3778,none
27,2023-05-08_16h49.11.875,0508_5,2,12,1,p,0.3972,none,BL,False,1683535751.8755,none
28,2023-05-08_16h49.14.325,0508_5,2,13,1,p,0.3604,none,BR,False,1683535754.3256,none
29,2023-05-08_16h49.16.893,0508_5,2,14,2,w,0.4699,none,YL,False,1683535756.8934,none
30,2023-05-08_16h49.19.326,0508_5,2,15,2,w,0.3279,none,YR,False,1683535759.3263,none
31,2023-05-08_16h49.21.826,0508_5,2,16,1,p,0.3984,none,BR,False,1683535761.8268,none
32,2023-05-08_16h49.57.076,0508_5,3,1,1,p,0.4379,none,BL,False,1683535797.0763,none
33,2023-05-08_16h49.59.609,0508_5,3,2,1,p,0.44,none,BR,False,1683535799.6094,none
34,2023-05-08_16h50.02.076,0508_5,3,3,1,p,0.3629,none,BR,False,1683535802.0766,none
35,2023-05-08_16h50.04.943,0508_5,3,4,2,w,0.3924,0.7649,YR,True,1683535804.9434,none
36,2023-05-08_16h50.07.808,0508_5,3,5,2,w,0.3419,0.7649,YR,True,1683535807.809,none
37,2023-05-08_16h50.10.360,0508_5,3,6,1,p,0.4509,none,BR,False,1683535810.3609,none
38,2023-05-08_16h50.13.226,0508_5,3,7,2,w,0.5251,0.7649,YL,True,1683535813.2265,none
39,2023-05-08_16h50.16.109,0508_5,3,8,2,w,0.3624,0.7649,YR,True,1683535816.11,none
40,2023-05-08_16h50.18.576,0508_5,3,9,1,p,0.3752,none,BL,False,1683535818.5763,none
41,2023-05-08_16h50.21.026,0508_5,3,10,1,p,0.3565,none,BL,False,1683535821.0265,none
42,2023-05-08_16h50.23.892,0508_5,3,11,2,w,0.6258,0.7649,YL,True,1683535823.8927,none
43,2023-05-08_16h50.26.326,0508_5,3,12,1,p,0.328,none,BL,False,1683535826.3264,none
44,2023-05-08_16h50.29.210,0508_5,3,13,2,w,0.5822,0.7649,YL,True,1683535829.2104,none
45,2023-05-08_16h50.32.076,0508_5,3,14,2,w,0.5064,0.7649,YR,True,1683535832.0761,none
46,2023-05-08_16h50.34.560,0508_5,3,15,1,p,0.392,none,BR,False,1683535834.5602,none
47,2023-05-08_16h50.37.426,0508_5,3,16,2,w,0.3403,0.7649,YL,True,1683535837.4261,none
48,2023-05-08_16h51.12.493,0508_5,4,1,2,w,0.3609,0.7334,YL,True,1683535872.4931,none
49,2023-05-08_16h51.15.159,0508_5,4,2,1,p,0.5758,none,BR,False,1683535875.1606,none
50,2023-05-08_16h51.18.010,0508_5,4,3,2,w,0.4291,0.732,YR,True,1683535878.0109,none
51,2023-05-08_16h51.20.859,0508_5,4,4,2,w,0.4107,0.7393,YL,True,1683535880.8599,none
52,2023-05-08_16h51.24.228,0508_5,4,5,2,w,1.2458,0.7306,YL,True,1683535884.2281,none
53,2023-05-08_16h51.27.077,0508_5,4,6,2,w,0.3064,0.7376,YL,True,1683535887.0771,none
54,2023-05-08_16h51.29.626,0508_5,4,7,1,p,0.4561,none,BL,False,1683535889.6263,none
55,2023-05-08_16h51.32.077,0508_5,4,8,1,p,0.3463,none,BL,False,1683535892.0775,none
56,2023-05-08_16h51.34.494,0508_5,4,9,1,p,0.3123,none,BR,False,1683535894.4943,none
57,2023-05-08_16h51.36.859,0508_5,4,10,1,p,0.2718,none,BR,False,1683535896.8596,none
58,2023-05-08_16h51.39.210,0508_5,4,11,1,p,0.2489,none,BL,False,1683535899.2106,none
59,2023-05-08_16h51.41.744,0508_5,4,12,1,p,0.4349,none,BL,False,1683535901.7446,none
60,2023-05-08_16h51.44.593,0508_5,4,13,2,w,0.3254,0.7408,YR,True,1683535904.5933,none
61,2023-05-08_16h51.47.443,0508_5,4,14,2,w,0.2994,0.7337,YR,True,1683535907.4439,none
62,2023-05-08_16h51.50.292,0508_5,4,15,2,w,0.3466,0.7317,YR,True,1683535910.293,none
63,2023-05-08_16h51.52.710,0508_5,4,16,1,p,0.3192,none,BR,False,1683535912.7102,none
64,2023-05-08_16h52.30.393,0508_5,5,1,1,p,0.3912,none,BL,False,1683535950.3938,none
65,2023-05-08_16h52.33.210,0508_5,5,2,2,w,0.3067,0.7107,YR,True,1683535953.2103,none
66,2023-05-08_16h52.36.026,0508_5,5,3,2,w,0.3217,0.7075,YL,True,1683535956.0265,none
67,2023-05-08_16h52.38.493,0508_5,5,4,1,p,0.3701,none,BL,False,1683535958.4939,none
68,2023-05-08_16h52.41.310,0508_5,5,5,2,w,0.3357,0.7105,YL,True,1683535961.3102,none
69,2023-05-08_16h52.44.126,0508_5,5,6,2,w,0.3585,0.7116,YL,True,1683535964.1265,none
70,2023-05-08_16h52.46.926,0508_5,5,7,2,w,0.3422,0.7008,YR,True,1683535966.926,none
71,2023-05-08_16h52.49.393,0508_5,5,8,1,p,0.374,none,BR,False,1683535969.3936,none
72,2023-05-08_16h52.51.776,0508_5,5,9,1,p,0.2915,none,BR,False,1683535971.7763,none
73,2023-05-08_16h52.54.593,0508_5,5,10,2,w,0.4528,0.6979,YL,True,1683535974.5932,none
74,2023-05-08_16h52.57.010,0508_5,5,11,1,p,0.3233,none,BR,False,1683535977.01,none
75,2023-05-08_16h52.59.843,0508_5,5,12,2,w,0.3386,0.7166,YR,True,1683535979.8438,none
76,2023-05-08_16h53.02.226,0508_5,5,13,1,p,0.2814,none,BL,False,1683535982.2264,none
77,2023-05-08_16h53.04.710,0508_5,5,14,1,p,0.3938,none,BR,False,1683535984.7102,none
78,2023-05-08_16h53.07.143,0508_5,5,15,1,p,0.3427,none,BL,False,1683535987.1434,none
79,2023-05-08_16h53.09.960,0508_5,5,16,2,w,0.3653,0.705,YR,True,1683535989.9607,none
80,2023-05-08_16h54.14.593,0508_5,6,1,2,w,0.3308,0.6633,YL,True,1683536054.5933,none
81,2023-05-08_16h54.17.393,0508_5,6,2,2,w,0.2915,0.6894,YL,True,1683536057.3933,none
