,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-05-11_11h13.12.244,0511_1,1,1,2,w,0.4056,none,YR,False,1683774792.2441,none
1,2023-05-11_11h13.14.810,0511_1,1,2,1,p,0.4567,none,BL,False,1683774794.8102,none
2,2023-05-11_11h13.17.176,0511_1,1,3,2,w,0.2667,none,YL,False,1683774797.1767,none
3,2023-05-11_11h13.19.727,0511_1,1,4,2,w,0.4594,none,YL,False,1683774799.7277,none
4,2023-05-11_11h13.22.076,0511_1,1,5,2,w,0.2534,none,YR,False,1683774802.0763,none
5,2023-05-11_11h13.24.559,0511_1,1,6,1,p,0.3835,none,BR,False,1683774804.5598,none
6,2023-05-11_11h13.27.027,0511_1,1,7,1,p,0.3643,none,BL,False,1683774807.0274,none
7,2023-05-11_11h13.29.376,0511_1,1,8,1,p,0.2495,none,BR,False,1683774809.3762,none
8,2023-05-11_11h13.31.709,0511_1,1,9,1,p,0.2361,none,BL,False,1683774811.7094,none
9,2023-05-11_11h13.34.059,0511_1,1,10,1,p,0.2465,none,BL,False,1683774814.06,none
10,2023-05-11_11h13.36.393,0511_1,1,11,1,p,0.2324,none,BR,False,1683774816.3931,none
11,2023-05-11_11h13.38.943,0511_1,1,12,2,w,0.4514,none,YR,False,1683774818.9436,none
12,2023-05-11_11h13.41.343,0511_1,1,13,2,w,0.309,none,YL,False,1683774821.3436,none
13,2023-05-11_11h13.43.709,0511_1,1,14,2,w,0.2608,none,YL,False,1683774823.7098,none
14,2023-05-11_11h13.46.077,0511_1,1,15,2,w,0.2628,none,YR,False,1683774826.0776,none
15,2023-05-11_11h13.48.543,0511_1,1,16,1,p,0.368,none,BR,False,1683774828.5438,none
16,2023-05-11_11h14.24.126,0511_1,2,1,1,p,0.4017,none,BL,False,1683774864.126,none
17,2023-05-11_11h14.26.644,0511_1,2,2,2,w,0.4137,none,YR,False,1683774866.6443,none
18,2023-05-11_11h14.29.160,0511_1,2,3,2,w,0.4168,none,YL,False,1683774869.1605,none
19,2023-05-11_11h14.31.576,0511_1,2,4,2,w,0.3158,none,YL,False,1683774871.5765,none
20,2023-05-11_11h14.34.059,0511_1,2,5,1,p,0.3796,none,BR,False,1683774874.0598,none
21,2023-05-11_11h14.36.610,0511_1,2,6,2,w,0.4563,none,YR,False,1683774876.6104,none
22,2023-05-11_11h14.39.093,0511_1,2,7,1,p,0.387,none,BL,False,1683774879.0939,none
23,2023-05-11_11h14.41.477,0511_1,2,8,1,p,0.2788,none,BR,False,1683774881.4781,none
24,2023-05-11_11h14.43.892,0511_1,2,9,2,w,0.3273,none,YL,False,1683774883.8928,none
25,2023-05-11_11h14.46.360,0511_1,2,10,2,w,0.375,none,YL,False,1683774886.3604,none
26,2023-05-11_11h14.48.760,0511_1,2,11,1,p,0.3083,none,BL,False,1683774888.7604,none
27,2023-05-11_11h14.51.177,0511_1,2,12,2,w,0.3239,none,YR,False,1683774891.1774,none
28,2023-05-11_11h14.53.593,0511_1,2,13,1,p,0.3238,none,BL,False,1683774893.5939,none
29,2023-05-11_11h14.55.961,0511_1,2,14,2,w,0.2671,none,YR,False,1683774895.9611,none
30,2023-05-11_11h14.58.360,0511_1,2,15,1,p,0.3002,none,BR,False,1683774898.3606,none
31,2023-05-11_11h15.00.710,0511_1,2,16,1,p,0.2526,none,BR,False,1683774900.711,none
32,2023-05-11_11h15.35.210,0511_1,3,1,2,w,0.3311,0.7113,YR,True,1683774935.2108,none
33,2023-05-11_11h15.38.027,0511_1,3,2,2,w,0.3541,0.7113,YL,True,1683774938.0274,none
34,2023-05-11_11h15.40.843,0511_1,3,3,2,w,0.2893,0.7113,YR,True,1683774940.8435,none
35,2023-05-11_11h15.43.343,0511_1,3,4,1,p,0.4002,none,BL,False,1683774943.3439,none
36,2023-05-11_11h15.46.176,0511_1,3,5,2,w,0.3331,0.7113,YL,True,1683774946.1768,none
