,timestamp,experiment_ID,block_ID,stimulus_ID,subject,key_press,rt,fake_human_rt,trial_stim,fake_or_not,UNIX_time,wrong_type
0,2023-03-23_14h00.40.956,2,1,1,2,w,0.6522,none,YL,False,1679551240.956,none
1,2023-03-23_14h00.43.423,2,1,2,1,p,0.3653,none,BR,False,1679551243.4238,none
2,2023-03-23_14h00.45.972,2,1,3,1,p,0.4498,none,BL,False,1679551245.9727,none
3,2023-03-23_14h00.48.390,2,1,4,2,w,0.3247,none,YR,False,1679551248.3901,none
4,2023-03-23_14h00.50.823,2,1,5,1,p,0.332,none,BR,False,1679551250.8232,none
5,2023-03-23_14h00.53.223,2,1,6,2,w,0.2992,none,YR,False,1679551253.2241,none
6,2023-03-23_14h00.55.806,2,1,7,2,w,0.4909,none,YL,False,1679551255.8064,none
7,2023-03-23_14h00.58.306,2,1,8,1,p,0.4037,none,BL,False,1679551258.3066,none
8,2023-03-23_14h01.00.873,2,1,9,1,p,0.4715,none,BR,False,1679551260.8732,none
9,2023-03-23_14h01.03.323,2,1,10,2,w,0.3604,none,YR,False,1679551263.3237,none
10,2023-03-23_14h01.05.773,2,1,11,2,w,0.3584,none,YL,False,1679551265.7737,none
11,2023-03-23_14h01.08.257,2,1,12,1,p,0.3806,none,BL,False,1679551268.2571,none
12,2023-03-23_14h01.10.707,2,1,13,1,p,0.3614,none,BR,False,1679551270.7073,none
13,2023-03-23_14h01.13.206,2,1,14,2,w,0.4062,none,YR,False,1679551273.2063,none
14,2023-03-23_14h01.15.740,2,1,15,2,w,0.4362,none,YL,False,1679551275.7401,none
15,2023-03-23_14h01.18.223,2,1,16,1,p,0.3904,none,BL,False,1679551278.2235,none
16,2023-03-23_14h01.51.457,2,2,1,2,w,0.3969,none,YR,False,1679551311.4578,none
17,2023-03-23_14h01.54.123,2,2,2,1,p,0.5685,none,BR,False,1679551314.1237,none
18,2023-03-23_14h01.56.640,2,2,3,2,w,0.4226,none,YR,False,1679551316.6401,none
19,2023-03-23_14h01.59.239,2,2,4,2,w,0.5057,none,YR,False,1679551319.2396,none
20,2023-03-23_14h02.02.140,2,2,5,2,none,none,none,YR,False,1679551322.14,Not_press
21,2023-03-23_14h02.04.607,2,2,6,1,p,0.3653,none,BR,False,1679551324.6075,none
22,2023-03-23_14h02.07.106,2,2,7,2,w,0.395,none,YL,False,1679551327.1065,none
23,2023-03-23_14h02.09.606,2,2,8,1,p,0.4063,none,BL,False,1679551329.6067,none
24,2023-03-23_14h02.12.107,2,2,9,1,p,0.4026,none,BL,False,1679551332.1077,none
25,2023-03-23_14h02.14.656,2,2,10,2,w,0.4469,none,YL,False,1679551334.6566,none
26,2023-03-23_14h02.17.157,2,2,11,1,p,0.4089,none,BR,False,1679551337.1575,none
27,2023-03-23_14h02.19.639,2,2,12,1,p,0.3812,none,BL,False,1679551339.6395,none
28,2023-03-23_14h02.22.140,2,2,13,2,w,0.4015,none,YL,False,1679551342.1404,none
29,2023-03-23_14h02.24.673,2,2,14,1,p,0.4298,none,BR,False,1679551344.6735,none
30,2023-03-23_14h02.27.390,2,2,15,2,w,0.6244,none,YL,False,1679551347.3907,none
31,2023-03-23_14h02.29.907,2,2,16,1,p,0.4271,none,BL,False,1679551349.908,none
32,2023-03-23_14h03.03.574,2,3,1,1,p,0.3496,none,BR,False,1679551383.5741,none
33,2023-03-23_14h03.06.440,2,3,2,2,w,0.3718,0.7641,YL,True,1679551386.4406,none
34,2023-03-23_14h03.08.891,2,3,3,1,p,0.3535,none,BR,False,1679551388.8911,none
35,2023-03-23_14h03.11.756,2,3,4,2,w,0.3274,0.7641,YL,True,1679551391.7568,none
36,2023-03-23_14h03.14.191,2,3,5,1,p,0.3411,none,BR,False,1679551394.191,none
37,2023-03-23_14h03.16.641,2,3,6,1,p,0.3556,none,BL,False,1679551396.6412,none
38,2023-03-23_14h03.19.523,2,3,7,2,w,0.4173,0.7641,YL,True,1679551399.5238,none
39,2023-03-23_14h03.22.407,2,3,8,2,w,0.43,0.7641,YL,True,1679551402.4075,none
40,2023-03-23_14h03.25.274,2,3,9,2,w,0.5387,0.7641,YR,True,1679551405.2746,none
41,2023-03-23_14h03.27.774,2,3,10,1,p,0.4072,none,BL,False,1679551407.7746,none
42,2023-03-23_14h03.30.656,2,3,11,2,w,0.3318,0.7641,YR,True,1679551410.6569,none
43,2023-03-23_14h03.33.124,2,3,12,1,p,0.3687,none,BL,False,1679551413.1244,none
44,2023-03-23_14h03.36.007,2,3,13,2,w,0.3984,0.7641,YR,True,1679551416.0075,none
45,2023-03-23_14h03.38.506,2,3,14,1,p,0.395,none,BL,False,1679551418.507,none
46,2023-03-23_14h03.40.990,2,3,15,1,p,0.3826,none,BR,False,1679551420.9904,none
47,2023-03-23_14h03.43.873,2,3,16,2,w,0.4992,0.7641,YR,True,1679551423.8737,none
48,2023-03-23_14h04.22.141,2,4,1,1,p,0.3759,none,BR,False,1679551462.1412,none
49,2023-03-23_14h04.24.508,2,4,2,1,p,0.2693,none,BR,False,1679551464.5084,none
50,2023-03-23_14h04.26.891,2,4,3,1,p,0.2941,none,BL,False,1679551466.8918,none
51,2023-03-23_14h04.29.741,2,4,4,2,w,0.5031,0.7385,YL,True,1679551469.7412,none
52,2023-03-23_14h04.32.591,2,4,5,2,w,0.3654,0.7375,YR,True,1679551472.591,none
53,2023-03-23_14h04.35.073,2,4,6,1,p,0.3787,none,BL,False,1679551475.0732,none
54,2023-03-23_14h04.37.591,2,4,7,1,p,0.4234,none,BL,False,1679551477.5915,none
55,2023-03-23_14h04.40.423,2,4,8,2,w,0.6273,0.7367,YR,True,1679551480.4236,none
56,2023-03-23_14h04.43.274,2,4,9,2,w,0.4016,0.7322,YR,True,1679551483.2745,none
57,2023-03-23_14h04.46.124,2,4,10,2,w,0.4158,0.7387,YL,True,1679551486.1242,none
58,2023-03-23_14h04.48.624,2,4,11,1,p,0.3978,none,BR,False,1679551488.6242,none
59,2023-03-23_14h04.51.175,2,4,12,1,p,0.4578,none,BL,False,1679551491.1751,none
60,2023-03-23_14h04.53.624,2,4,13,1,p,0.3479,none,BR,False,1679551493.6251,none
61,2023-03-23_14h04.56.473,2,4,14,2,w,0.3698,0.7336,YL,True,1679551496.474,none
62,2023-03-23_14h04.59.324,2,4,15,2,w,0.3674,0.7367,YL,True,1679551499.324,none
63,2023-03-23_14h05.02.157,2,4,16,2,w,0.3418,0.7354,YR,True,1679551502.1577,none
64,2023-03-23_14h05.36.907,2,5,1,2,w,0.4189,none,YL,False,1679551536.9072,none
65,2023-03-23_14h05.39.307,2,5,2,2,w,0.3102,none,YR,False,1679551539.3076,none
66,2023-03-23_14h05.41.758,2,5,3,2,w,0.3499,none,YL,False,1679551541.7583,none
67,2023-03-23_14h05.44.124,2,5,4,2,w,0.2766,none,YR,False,1679551544.1249,none
68,2023-03-23_14h05.46.708,2,5,5,1,p,0.4855,none,BL,False,1679551546.7082,none
